Source,Target,Score,Title,Author,Year,Subject
68706,68706,1,The treatment of time in the theoretical writings of Sir John Hicks ,"Hamouda, Omar.",1982,"Hicks, John Richard, Sir, 1904-"
68706,129039,0.8404,"Development of mercantilism : a study in government intervention in trade, industry and agriculture in England and France during the sixteenth to eighteenth centuries.","Firestone, O. J.",1942,Industrial policy -- Great Britain -- History.
68706,77162,0.8357,Price changes and movements in the composition of output and employment in Canada : theoretical framework and empirical analysis,"Seccareccia, Mario.",1983,Inflation (Finance) -- Canada.
68706,60089,0.8263,The underground economy : estimation techniques and policy implications,"Smith, Collin E.",1991,Informal sector (Economics)
68706,129215,0.8247,The reserve holding behaviour of developing countries.,"Otchere, Danny K.",1972,Economics.
68706,116754,0.824,"Changes in the employment structure of Canadian towns, cities, regions and provinces between 1951 and 1961.","Ambrose, Peter John.",1965,Geography. 
68703,68703,1,"Apocalyptic imagery in four twentieth-century poets : W.B. Yeats, T.S. Eliot, Robert Lowell and Allen Ginsberg","Sarwar, Selim.",1983,"Yeats, W. B. (William Butler), 1865-1939 -- Criticism and interpretation."
68703,38538,0.7429,Horizons d'émergence du romant au XVIe siècle,"Bouchard, Mawy, 1967-",2002,French fiction -- 16th century -- History and criticism.
68703,21229,0.7361,"The vine and the rose : towards an aesthetics of incompleteness in Melville's sketch pieces, 1853-1856","Landeck, Jeffrey.",1999,"Melville, Herman, 1819-1891 -- Criticism and interpretation."
68703,56665,0.7282,Nathaniel Hawthorne's subversive use of allegorical conventions,"Folkerth, Wes, 1964-",1992,"Hawthorne, Nathaniel, 1804-1864 -- Criticism and interpretation"
68703,121330,0.7245,"Lyric historiography in Canadian modernist poetry, 1962-1981","Weingarten, Jeffrey",2014,Literature - Canadian (English)  
68703,59384,0.7235,The false Messiah in Yiddish literature : a comparison between two dramatic works,"Ben-Shach, Jane Respitz",1990,Pseudo-Messiahs in literature
68710,68710,1,Isotopic yield distributions of products formed from the fission of 233U and 235U by protons of energy 40-100 MeV,"Beeley, Philip A.",1981,Nuclear fission.
68710,72421,0.8409,Nuclear charge distribution in proton fission of thorium,"Benjamin, Palamoottil Philip.",1965,"Physics, General."
68710,68637,0.832,Structure of some neutron-deficient xenon isotopes,"Sofia, Kamilia",1982,Xenon -- Isotopes.
68710,68533,0.8276,Infrared intensity and nuclear magnetic resonance studies of some group VIB metal chalcocarbonyl complexes,"Baibich, Ione Maluf.",1981,Carbonyl compounds.
68710,35415,0.8238,The Chemistry of dialkoxy disulfides and related compounds ,"Tardiff, Sylvie L.",1997,"Chemistry, Organic."
68710,109881,0.8221,"The cross section for the nuclear reaction O16(p, alpha)N13.","Whitehead, Andrew. B.",1955,Physics.
68154,68154,1,A randomised controlled trial comparing laparoscopic to mini cholecystectomy ,"Barkun, Jeffrey S.",1993,"Engineering, Biomedical."
68154,22717,0.8166,The costs and effectiveness of extracorporeal gallbladder stone shock wave lithotripsy versus laparoscopic cholecystectomy : a randomized clinical trial,"Barkun, Alan N. (Alan Nicolas Glen)",1995,"Health Sciences, Medicine and Surgery."
68154,111899,0.7724,Efficacy of plant sterols in novel matrices on blood lipids profiles : medium chain triglycerides and low-fat products consumed with or without a meal,"Rudkowska, Iwona.",2007,Sterols -- Physiological effect.
68154,132585,0.7721,"Population-based studies of health service untilization and treatment outcomes of active and latent tuberculosis patients in Quebec, Canada","Ronald, Lisa",2015,Health Sciences - Epidemiology
68154,95226,0.7676,Assessing the impact of antiretroviral treatment interruption on progression of liver fibrosis in adults co-infected with HIV and hepatitus C,"Thorpe, Julia",2010,Health Sciences - Epidemiology
68154,19256,0.7634,Measuring real world effectiveness of mandibular 2-implant overdentures - a             pragmatic international multicenter study,"Rashid, Faahim",2008,Health Sciences - Dentistry
68138,68138,1,The changing representation of women in Michael Ondaatje's prose ,"Thomson, Tracey",1993,"Ondaatje, Michael, 1943- -- Criticism and interpretation"
68138,35875,0.78,"Rifts in time and in the self : two generations of GDR women writers and the development of the female subject (Christa Wolf, Brigitte Reimann, Helga Künigsdorf, Helga Schubert)","Dueck, Cheryl E.",1999,"Women authors, German -- Germany (East)"
68138,70325,0.7688,"The images of women in western and eastern epic literature : an analysis in three major epics, The Shahnameh, The Iliad and The Odyssey","Naraghi, Akhtar.",1992,Women in literature
68138,38516,0.752,"Maps of gender and imperialism in travel writing by Anna Jameson, Mina Hubbard, and Margaret Laurence","Roy, Wendy J.",2002,"Jameson, Mrs. (Anna), 1794-1860 -- Criticism and interpretation"
68138,100627,0.743,Strategies of the grotesque in Canadian fiction,"Hutchison, Lorna.",2005,Canadian fiction -- 20th century -- History and criticism.
68138,36590,0.7347,Erinnerungs-Inszenierungen in Botho Strauss' Prosawerken,"Fürhoff, Irena E.",1999,"Strauss, Botho, 1944- -- Criticism and interpretation."
66957,66957,1,Adolescent non-suicidal self-injury: willingness to seek school-based help,"Baxter, Alyssa",2009,Education - Psychology
66957,18474,0.8648,Social influence and function of non-suicidal self-injury in university students,"Holly, Shareen",2007,Education - Psychology
66957,103472,0.8389,"Non-suicidal self-injury among university students: examining emotion regulation, self-control, and social learning","Holly, Shareen",2011,Education - Psychology 
66957,95216,0.8339,"Non-suicidal self-injury and gender: patterns of prevalence, methods, and locations among female and male adolescents and young adults","Sornberger, Michael",2010,Education - Psychology
66957,85028,0.7803,Self-mutilation in a community sample of adolescents : a test of the anxiety model and the hostility model,"Ross, Shana",2004,Self-mutilation.
66957,111569,0.7736,Amphetamine-induced dopamine release in treatment-naïve men with ADHD : a PET¹¹Craclopride study,"Faridi, Nazlie.",2008,Attention Deficit Disorder with Hyperactivity -- drug therapy.
67008,67008,1,Mothering on the margins: exploring how mothers make meaning of an encounter with child protection,"Mulcahy, Meghan",2009,Social Sciences - Social Work
67008,55406,0.8225,Family support : preventing out-of-home placement,"Baines, Sandra",1994,Child welfare -- Québec (Province) -- Montréal.
67008,150672,0.8089,"Variation in experiences and functioning among adolescents involved with child protection services: A trauma-informed, longitudinal examination of maltreatment experiences, trauma symptoms and externalizing behaviors","Milne, Lise",2018,UMIC code is not required - UMIC code is not required
67008,121547,0.8046,"Behavioural and emotional problems, mothers' stress, and early intervention services for families of children with developmental disabilities over time","Castellanos Prieto, Mariela",2014,Education - Psychology 
67008,38206,0.8037,Remediating conduct problems in children : examining changes in children and parents following consultation,"Illsley, Staci D.",2001,Problem children.
67008,36768,0.8017,Remediating behavior problems of young children : the impact of parent treatment acceptability and the efficacy of conjoint behavioral consultation and videotape therapy,"Finn, Cindy A.",2000,Child psychotherapy -- Parent participation.
66970,66970,1,Social gate: a new social accountable framework for computer networks,"Han, Chunhui",2009,Applied Sciences - Computer Science
66970,103599,0.7731,Capacity allocation in service overlay networks,"Lam, Ngok",2011,Applied Sciences - Computer Science
66970,130748,0.7613,Rethinking security of the ultimate panopticon: the internet of things,"Misra, Sridipta",2015,Applied Sciences - Computer Science
66970,98988,0.7606,Wireless GINI : an emulator for ad-hoc wireless local area networks,"Liao, Sheng, 1979-",2005,"Engineering, Electronics and Electrical."
66970,30744,0.7582,Event correlations in active networks by using active filters,"Shangguan, Yihong, 1965-",1999,"Engineering, Electronics and Electrical."
66970,29933,0.7566,Programmable and active networks for performance improvements in the mobile internet,"Zhang, Yuan, 1972-",1999,Computer Science.
68050,68050,1,An adaptive model of information processing in the primate retina ,"Shah, Samir",1993,"Engineering, Biomedical."
68050,20210,0.8557,An extensible MRI simulator for quantitative evaluation of image-processing and classification methods ,"Kwan, Remi K.-S.",1997,"Engineering, Biomedical."
68050,32964,0.8482,Design and characterization of MEMS micromirror devices,"Lin, Julianna E.",2001,"Engineering, Electronics and Electrical."
68050,135468,0.8469,Single-molecule fluorescence imaging instrumentation design and development,"Arsenault, Adriel",2015,Physics
68050,132561,0.8466,Ultrasound spectroscopy of biofluid properties for health assessment,"Rackov, Andrien",2015,Chemistry - Analytical 
68050,116986,0.8461,Design and analysis of hydrogel sensors for the quantification of vitamin D using ultrasound spectroscopy,"Dafoe, Andrew",2013,Chemistry - Analytical 
68181,68181,1,The influence of the partial pressure of carbon dioxide and substrate on the composition and mineralogy of carbonate overgrowths precipitated from seawater ,"Hartley, George",1993,Geochemistry.
68181,27274,0.7998,"Seasonal transitions in fluxes of carbon dioxide and methane from an ombrotrophic peatland, Frontenac Bog, southern Quebec","Ball, Tom.",1996,Carbon cycle (Biogeochemistry) -- Québec (Province)
68181,68257,0.7914,"Biomass and protein yields, N2-fixation and N transfer in annual forage legume-barley (Hordeum vulgare L.) cropping systems","Sampson, Helen G. (Helen Grace)",1993,Companion planting.
68181,68199,0.7839,Effect of clay type and clay content on moisture content and bulk soil electrical conductivity as measured using time domain reflectometry,"Liaghat, Abdolmajid",1993,Soil moisture.
68181,41554,0.7792,Methane flux and plant distribution in northern peatlands,"Bubier, Jill L.",1993,Peatlands -- Ontario.
68181,59948,0.7775,Effects of added nitrogen and potassium on selected soil properties and on yield and nutrient uptake of silage corn,"Chen, Jiansheng",1991,Corn -- Québec (Province).
68185,68185,1,Copper nutrition in first-litter gilts,"Cao, Jiayin",1994,Copper in animal nutrition.
68185,72019,0.8645,Effect of low dietary zinc supply during pregnancy and lactation on the sow and the neonatal piglet,"Kalinowski, Juan.",1985,Zinc -- Physiological effect.
68185,41670,0.8523,The effects of graded levels of dietary carbohydrate on fetal and neonatal glucose metabolism,"Lanoue, Louise",1993,Pregnancy -- Nutritional aspects.
68185,23282,0.834,Effects of maternal dietary carbohydrate on phosphoenolpyruvate carboxykinase development in the fetus and neonate,"Liu, Xu-Jing",1995,Pregnancy -- Nutritional aspects.
68185,21664,0.8295,Influence of maternal diet on the developmental profile of postnatal glucose transporters,"Whitmore, Erika.",1998,Pregnancy -- Nutritional aspects.
68185,84291,0.828,The prevalence and effects of dairy product restriction during pregnancy and lactation on maternal dietary adequacy and infant birthweight ,"Mannion, Cynthia",2004,Dairy products in human nutrition.
67011,67011,1,Spliced leader (SL) «trans»-splicing in the ascidian tunicate «Ciona intestinalis»: molecular characterization of the SL RNA,"Yeats, Brendan",2009,Biology - Molecular
67011,20975,0.7522,Promoter analysis of the porA gene of Neisseria meningitidis,"Sawaya, Rana.",1998,"Biology, Molecular."
67011,41031,0.7484,Extrahypothalamic vasopressin and oxytocin gene expression,"Lefebvre, Diana Lynn",1992,"Biology, Genetics."
67011,71949,0.7427,Role of eucaryotic mRNA cap binding proteins in protein synthesis and regulation in poliovirus infected HeLa cells,"Lee, Kevin A. W.",1985,"Biology, Microbiology."
67011,29421,0.7384,Hairy enhancer of split 6 (Hes6) mediated transcriptional repression : mechanisms and targets,"Chandra, Tanya",2002,"Biology, Molecular."
67011,75931,0.7382,RNA synthesis in maize mitochondria : the identification of autonomously replicating RNA species and a kinetic analysis of transcript accumulation,"Finnegan, Patrick Michael",1989,Corn -- Cytogenetics.
68204,68204,1,Proteoglycans of the human intervertebral disc,"Liu, Jane J.",1993,"Chemistry, Biochemistry."
68204,85634,0.8693,"ANTIMEROS and MILE END, two Bicaudal-C interacting proteins, are required for Drosophila development","Paliouras, Miltiadis",2005,Drosophila melanogaster -- Development
68204,97986,0.8554,"Ontogeny of signaling molecules, transcription factors and differentiated cell types in the developing chick pituitary gland","Parkinson, Nicole.",2005,"Biology, Genetics."
68204,74265,0.8548,Molecular genetics of childhood rhabdomyosarcoma,"Scrable, Heidi",1989,"Biology, Molecular."
68204,34498,0.8521,A comparative study of maturation processes in enamel and bone in the rat ,"Al Kawas, Sausan.",1997,"Biology, Animal Physiology."
